,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
401,nytimes,Wed Dec 13 06:27:07 +0000 2017,Doug Jones successfully prosecuted two Ku Klux Klansmen responsible for the bombing of the 16th Street Baptist Chur… https://t.co/hXW2i8IPiK,0.4404,0.228,0.664,0.108,2
402,nytimes,Wed Dec 13 06:24:37 +0000 2017,"Editorial: Roy Moore Loses, Sanity Reigns https://t.co/dIT9D6q3Q8",-0.3182,0.0,0.723,0.277,3
403,nytimes,Wed Dec 13 06:17:04 +0000 2017,"The New York Times review of ""Star Wars: The Last Jedi"" (The force is strong with this one.) https://t.co/EpQj5Ad58E",-0.0772,0.138,0.711,0.151,4
404,nytimes,Wed Dec 13 05:47:04 +0000 2017,"RT @nytopinion: Good riddance to Roy Moore and the horse he rode in on, says @frankbruni https://t.co/Udln4k8dGa",0.4404,0.153,0.847,0.0,5
405,nytimes,Wed Dec 13 05:39:48 +0000 2017,RT @RichardFausset: Dems in Birmingham right now... https://t.co/IEycSMckZt,0.0,0.0,1.0,0.0,6
406,nytimes,Wed Dec 13 05:28:06 +0000 2017,"Taking the stage over an hour after the AP called the race for Doug Jones, Roy Moore refused to concede and instruc… https://t.co/DHqOCCCmA8",-0.296,0.0,0.909,0.091,7
407,nytimes,Wed Dec 13 05:27:08 +0000 2017,Belgium’s Lavish Energy Use Sheds Light on More Than Just Its Roads https://t.co/Zp25kB1HpL,0.2732,0.149,0.851,0.0,8
408,nytimes,Wed Dec 13 05:17:03 +0000 2017,Hacking the tax plan: 13 ways to profit off the Republican tax bill https://t.co/UGEbdxXiIt,0.4404,0.182,0.818,0.0,9
409,nytimes,Wed Dec 13 05:02:06 +0000 2017,Read the full transcript of Doug Jones's speech after winning the Alabama Senate race https://t.co/CtkyiS6Ohz,0.5267,0.195,0.805,0.0,10
410,nytimes,Wed Dec 13 04:53:05 +0000 2017,"RT @FrankBruni: With Roy Moore's well-deserved defeat, Democrats get a huge boost, Trump gets a huge comeuppance and Americans get what we…",0.5106,0.278,0.608,0.114,11
411,nytimes,Wed Dec 13 04:43:03 +0000 2017,Alabama election results https://t.co/Xa330e9r6K,0.0,0.0,1.0,0.0,12
412,nytimes,Wed Dec 13 04:34:49 +0000 2017,RT @alanblinder: Bottom line from Montgomery: Roy Moore is not conceding yet.,0.0,0.0,1.0,0.0,13
413,nytimes,Wed Dec 13 04:30:34 +0000 2017,"RT @alanblinder: This moment at Roy Moore's event in Montgomery: Christian music, seated supporters, eager photographers and, for now, no R…",0.4939,0.211,0.703,0.086,14
414,nytimes,Wed Dec 13 04:28:02 +0000 2017,"RT @nytpolitics: “At the end of the day, this entire race has been about dignity and respect,"" Doug Jones said during his remarks. ""This ca…",0.4019,0.101,0.899,0.0,15
415,nytimes,Wed Dec 13 04:26:03 +0000 2017,RT @nytpolitics: Doug Jones on winning the Alabama Senate seat: “I have a challenge to my future colleagues in Washington. Don't wait on me…,0.5719,0.183,0.817,0.0,16
416,nytimes,Wed Dec 13 04:14:29 +0000 2017,"“It sends a message not just to America but to the world.” 
—Mayor Randall Woodfin of Birmingham on Doug Jones's vi… https://t.co/AqU3LIDxGN",0.0,0.0,1.0,0.0,17
417,nytimes,Wed Dec 13 04:03:04 +0000 2017,RT @nytgraphics: How @UpshotNYT’s model estimated the final vote in the Alabama U.S. Senate race throughout the night: https://t.co/JmGjBII…,0.0,0.0,1.0,0.0,18
418,nytimes,Wed Dec 13 03:49:26 +0000 2017,Doug Jones defeated Roy Moore to pull out a rare victory in a staunchly Republican state https://t.co/ay8h3HVaB4,-0.4767,0.0,0.819,0.181,19
419,nytimes,Wed Dec 13 03:28:37 +0000 2017,Breaking News: The Democrat Doug Jones won in Alabama. The upset trims the GOP Senate majority to 1 and is a snub o… https://t.co/nuBZUSysjo,-0.1779,0.132,0.676,0.192,20
420,nytimes,Wed Dec 13 03:16:06 +0000 2017,Alabama election live results https://t.co/vWLwD7wtYl,0.0,0.0,1.0,0.0,21
421,nytimes,Wed Dec 13 03:03:04 +0000 2017,RT @nytvideo: From Opinion: Could text messages save teenage lives during moments of crisis? https://t.co/T13KvMTQsj https://t.co/K9qX27aaJO,-0.2263,0.15,0.657,0.192,22
422,nytimes,Wed Dec 13 02:47:01 +0000 2017,"For many women, Ken Friedman’s unwelcome sexual advances were part of the routine at his restaurants, especially th… https://t.co/wCNdsTZqAp",-0.4019,0.0,0.87,0.13,23
423,nytimes,Wed Dec 13 02:30:05 +0000 2017,The Affordable Care Act is still the law of the land. You have a few days to sign up for 2018 health coverage. Open… https://t.co/sfuAlv10Sd,0.4939,0.122,0.878,0.0,24
424,nytimes,Wed Dec 13 02:27:02 +0000 2017,"RT @alanblinder: We're still waiting for the first numbers from Shelby County, a Republican stronghold. Here's a recent @jessbidgood report…",0.128,0.081,0.919,0.0,25
425,nytimes,Wed Dec 13 02:17:05 +0000 2017,"RT @jmartNYT: News: Once again, the Moore election night party is carrying the @nytimes results page &gt;&gt; https://t.co/RRQecVtw0F",0.4019,0.137,0.863,0.0,26
426,nytimes,Wed Dec 13 02:02:05 +0000 2017,Alabama election live results https://t.co/mve5TpaXWv,0.0,0.0,1.0,0.0,27
427,nytimes,Wed Dec 13 01:51:05 +0000 2017,Donald Trump Jr. asked the House Intelligence Committee to investigate information that was leaked from his closed… https://t.co/CMuX2nU89G,0.2023,0.145,0.748,0.107,28
428,nytimes,Wed Dec 13 01:43:10 +0000 2017,"RT @alanblinder: Alabama has had a memorable few years in politics. While we wait for an outcome in the Senate race, here's a meditation fr…",0.0,0.0,1.0,0.0,29
429,nytimes,Wed Dec 13 01:32:03 +0000 2017,Evening Briefing: Here's what you need to know at the end of the day https://t.co/uZYyhFCl42,0.0,0.0,1.0,0.0,30
430,nytimes,Wed Dec 13 01:17:07 +0000 2017,"RT @nytpolitics: To grasp the sheer improbability of the election unfolding in Alabama, consider the improbable — and improbably ill-fated…",0.0,0.0,1.0,0.0,31
431,nytimes,Wed Dec 13 01:06:03 +0000 2017,First election results are coming in from Alabama. Follow the vote here. https://t.co/pAAuQcTOJ1,0.0,0.0,1.0,0.0,32
432,nytimes,Wed Dec 13 00:51:03 +0000 2017,"Who will win the Alabama election? Keep this page open for live results when they come in.
https://t.co/Dl5tu9B8p1",0.5859,0.183,0.817,0.0,33
433,nytimes,Wed Dec 13 00:41:57 +0000 2017,RT @nytgraphics: Tonight: Live results and estimates for the U.S. Senate special election in Alabama between Roy Moore and Doug Jones. Poll…,0.4019,0.114,0.886,0.0,34
434,nytimes,Wed Dec 13 00:32:05 +0000 2017,Our reporter @alexburnsNYT goes through all the decisions made by the GOP that led to Alabama's special election https://t.co/bT8D3KSbaX,0.4019,0.13,0.87,0.0,35
435,nytimes,Wed Dec 13 00:17:07 +0000 2017,"RT @nytopinion: As a young Christian woman, raised in Alabama, I'm shocked to see relatives support a credibly-accused sexual predator, all…",0.1027,0.123,0.773,0.105,36
436,nytimes,Wed Dec 13 00:02:05 +0000 2017,"In the Alabama Senate race, a voting hotline is getting calls and complaints from confused voters. Live updates: https://t.co/B9JQAUWNkG",-0.6124,0.0,0.762,0.238,37
437,nytimes,Tue Dec 12 23:51:03 +0000 2017,Evening Briefing: Here's what you need to know at the end of the day https://t.co/9tKuefiwMO,0.0,0.0,1.0,0.0,38
438,nytimes,Tue Dec 12 23:49:22 +0000 2017,@alice_emily 🙌 @ManohlaDargis https://t.co/wxe2BmBf9w,0.0,0.0,1.0,0.0,39
439,nytimes,Tue Dec 12 23:41:07 +0000 2017,RT @alanblinder: Less than 90 minutes until the polls close here in Alabama. Follow the day's coverage here: https://t.co/CblllOkhlC,0.0,0.0,1.0,0.0,40
440,nytimes,Tue Dec 12 23:36:04 +0000 2017,"Republicans near agreement on a higher corporate tax rate and a lower rate on the wealthiest
https://t.co/2n2LiLDQUX",0.6369,0.311,0.583,0.107,41
441,nytimes,Tue Dec 12 23:23:12 +0000 2017,"Last night's ""choose-your-own-adventure"" thread was so good, @alexburnsNYT had to write an article for it:… https://t.co/gXHq0RjKgu",0.5777,0.2,0.8,0.0,42
442,nytimes,Tue Dec 12 23:15:16 +0000 2017,One longtime server at the Spotted Pig said Ken Friedman ran his hands over her buttocks and then her groin in a ro… https://t.co/K2lMj89xH1,0.0,0.0,1.0,0.0,43
443,nytimes,Tue Dec 12 23:02:05 +0000 2017,Paleontologists have found entombed in amber a 99-million year old tick grasping the feather of a dinosaur https://t.co/3whhUqqUyI,0.0,0.0,1.0,0.0,44
444,nytimes,Tue Dec 12 22:59:08 +0000 2017,@digiphile This isn't the account you're looking for. You can go about your business. Move along.,0.0,0.0,1.0,0.0,45
445,nytimes,Tue Dec 12 22:47:02 +0000 2017,"As far back as 1993, dancers have accused Peter Martins, the powerful ballet master in chief, of verbal and physica… https://t.co/51kHYFiwYl",0.1531,0.117,0.792,0.092,46
446,nytimes,Tue Dec 12 22:30:07 +0000 2017,The problem is not how much TV Trump watches. It’s the kind of TV he watches. https://t.co/aVFcXzpjiR,-0.4019,0.0,0.856,0.144,47
447,nytimes,Tue Dec 12 22:22:05 +0000 2017,"RT @NYTNational: In the Alabama Senate race, voting rights advocates report scattered complaints and confusion among voters. Here’s the lat…",-0.5994,0.0,0.786,0.214,48
448,nytimes,Tue Dec 12 22:17:10 +0000 2017,Hacking the tax plan: 13 ways to profit off the Republican tax bill https://t.co/3JZiMBCNSA https://t.co/drI0ShsuGS,0.4404,0.172,0.828,0.0,49
449,nytimes,Tue Dec 12 22:02:10 +0000 2017,"Remind me: Who were the good guys and bad guys in the original ""Star Wars""? https://t.co/4IqGydVLWB https://t.co/eVdhnLKTiv",0.1779,0.229,0.617,0.154,50
450,nytimes,Tue Dec 12 21:45:10 +0000 2017,From @NYTOpinion: Have you experienced domestic violence involving a firearm? We'd like to hear your story. https://t.co/fp1EUHk63V,-0.3818,0.121,0.68,0.199,51
451,nytimes,Tue Dec 12 21:37:05 +0000 2017,"""When is “not telling” lying?"" That age-old question: How much sexual history should we share? https://t.co/OQsrV2wtWC",0.3736,0.146,0.854,0.0,52
452,nytimes,Tue Dec 12 21:28:03 +0000 2017,RT @Nate_Cohn: NYT Alabama results and model are live https://t.co/U5myLXiB6P,0.0,0.0,1.0,0.0,53
453,nytimes,Tue Dec 12 21:22:06 +0000 2017,"Live Alabama election results: Estimates are based on the results reported so far, the results of the previous elec… https://t.co/SDyaX9G11q",0.0,0.0,1.0,0.0,54
454,nytimes,Tue Dec 12 21:15:10 +0000 2017,The best pop and jazz albums of 2017 https://t.co/6HJtJSUgu1,0.6369,0.344,0.656,0.0,55
455,nytimes,Tue Dec 12 21:07:06 +0000 2017,"We may covet gem stones for personal adornment and status flashing, but their real power is in their scientific val… https://t.co/MA6xaauHqV",0.1655,0.076,0.924,0.0,56
456,nytimes,Tue Dec 12 21:00:06 +0000 2017,"“Judge Roy Moore called my daughter Patti Sue Mathis a pervert because she was gay,” his sign said. “A 32-year old… https://t.co/nnFSdRdPCu",-0.5106,0.0,0.858,0.142,57
457,nytimes,Tue Dec 12 20:52:02 +0000 2017,RT @jmartNYT: A lot of these popping up around Birmingham https://t.co/DQae8mfA0p,0.0,0.0,1.0,0.0,58
458,nytimes,Tue Dec 12 20:45:16 +0000 2017,Affordability is a major draw — lift tickets often cost less than half of what the big Western resorts command https://t.co/rwE8ZDvxiT,0.0,0.0,1.0,0.0,59
459,nytimes,Tue Dec 12 20:31:09 +0000 2017,"Maybe your love of “Star Wars” runs deep. Maybe you're a newbie. We catch you up ahead of ""The Last Jedi.""… https://t.co/KTVbizwPx2",0.6369,0.174,0.826,0.0,60
460,nytimes,Tue Dec 12 20:20:08 +0000 2017,"What some Spotted Pig employees called an invitation-only space on the 3rd floor of the restaurant, where guests ha… https://t.co/tc3fBVLlvI",0.0,0.0,1.0,0.0,61
461,nytimes,Tue Dec 12 20:10:04 +0000 2017,RT @alanblinder: A final blur in Alabama as the state's most competitive Senate race in a generation nears its end. With @alexburnsNYT and…,0.2484,0.091,0.909,0.0,62
462,nytimes,Tue Dec 12 20:07:06 +0000 2017,"Globally, we throw out about 1.3 billion tons of food a year, or a third of all the food that we grow https://t.co/xTLwvtnLrU",0.0,0.0,1.0,0.0,63
463,nytimes,Tue Dec 12 20:00:18 +0000 2017,"“The Crown” Season 2 includes a lot of Philip, and too few story lines that revolve around Elizabeth herself https://t.co/iXniyuhwhI",0.0,0.0,1.0,0.0,64
464,nytimes,Tue Dec 12 19:55:11 +0000 2017,"After numerous women accused him of sexual harassment, Ken Friedman will take an indefinite leave of absence from t… https://t.co/WEq8pGGf6G",-0.7096,0.0,0.711,0.289,65
465,nytimes,Tue Dec 12 19:50:04 +0000 2017,"Conservative groups were outraged by recent ads, including one that featured a former porn star undressing https://t.co/7znEhEOK3f",-0.5423,0.0,0.811,0.189,66
466,nytimes,Tue Dec 12 19:45:13 +0000 2017,RT @jmartNYT: “It was a political moment as bizarre as it was cinematic...registered somewhere between John Ford and Fellini” https://t.co/…,-0.3182,0.0,0.887,0.113,67
467,nytimes,Tue Dec 12 19:40:03 +0000 2017,"“This job is an engineer’s dream — You get to build stuff, then you get to blow them up.” https://t.co/dbsTJ0COX9",0.25,0.1,0.9,0.0,68
468,nytimes,Tue Dec 12 19:37:05 +0000 2017,Across the country many brides and grooms are forgoing tradition by appointing mixed-gender wedding parties https://t.co/mhxoK37iTB,0.4019,0.153,0.847,0.0,69
469,nytimes,Tue Dec 12 19:30:16 +0000 2017,"In a bombing's aftermath, many New York City residents persisted as if it was just another day… https://t.co/Tshecv1sQZ",0.0,0.0,1.0,0.0,70
470,nytimes,Tue Dec 12 19:23:11 +0000 2017,Online protests highlighted how the biggest tech companies have taken a back seat in the debate about protecting ne… https://t.co/wPSxMyF23V,-0.2263,0.0,0.905,0.095,71
471,nytimes,Tue Dec 12 19:13:14 +0000 2017,RT @NYTScience: The Geminids meteor shower peaks this week. Here's what you need to know: https://t.co/YJmTb8abvL,0.0,0.0,1.0,0.0,72
472,nytimes,Tue Dec 12 19:10:08 +0000 2017,"As Peter Martins is being investigated for sexual harassment, dancers have come forward about his physically abusiv… https://t.co/O6y6xDLfcJ",-0.5423,0.0,0.829,0.171,73
473,nytimes,Tue Dec 12 19:00:24 +0000 2017,Bystander intervention makes preventing sexual harassment everybody’s responsibility https://t.co/2UqZ9qC8Ey https://t.co/AtPvMkOyp9,-0.5574,0.0,0.635,0.365,74
474,nytimes,Tue Dec 12 18:52:10 +0000 2017,"The Alabama Senate candidates, Roy Moore (on horseback) and Doug Jones, cast their votes https://t.co/dvhinGCV0F https://t.co/VGyIosWygg",0.0,0.0,1.0,0.0,75
475,nytimes,Tue Dec 12 18:49:30 +0000 2017,"RT @johannabarr: Among employees and industry insiders, the third-floor space of the Spotted Pig has earned a nickname: “the rape room.” ht…",-0.6908,0.0,0.81,0.19,76
476,nytimes,Tue Dec 12 18:45:11 +0000 2017,How to speak your love briefly. How to heal from trauma. How to stop thinking and start doing. https://t.co/Fp9Ph0aXA6,0.0516,0.167,0.635,0.198,77
477,nytimes,Tue Dec 12 18:38:57 +0000 2017,RT @carlzimmer: So why *aren’t* there human-sized penguins on Earth today? Here’s my @nytimes column on that surprisingly big mystery. http…,0.296,0.099,0.901,0.0,78
478,nytimes,Tue Dec 12 18:30:17 +0000 2017,"RT @alanblinder: It's Election Day in Alabama. Here's your preview on ""The Daily."" https://t.co/KQo3NAJJZk",0.0,0.0,1.0,0.0,79
479,nytimes,Tue Dec 12 18:23:11 +0000 2017,"RT @kimseverson: Just posted: @juliamoskin and I have been reporting this for weeks. It's about @Kennewyork, @AprilBloomfield and The Spott…",0.0,0.0,1.0,0.0,80
480,nytimes,Tue Dec 12 18:15:09 +0000 2017,Writers across the political spectrum weigh in on the Senate candidacy of Roy Moore https://t.co/489ei3Pfwh,0.0,0.0,1.0,0.0,81
481,nytimes,Tue Dec 12 18:00:29 +0000 2017,"""I wasn't sure I was going to like this but it was wonderful,"" said one reader https://t.co/icXoIdcCfT",0.0693,0.102,0.812,0.086,82
482,nytimes,Tue Dec 12 17:51:03 +0000 2017,RT @alanblinder: The polls are open in Alabama. Here's where you can keep up with developments in the hours ahead. https://t.co/2TJ0WkhQyQ,0.0,0.0,1.0,0.0,83
483,nytimes,Tue Dec 12 17:40:11 +0000 2017,"Numerous women have accused Ken Friedman, an owner of NYC’s Spotted Pig and other restaurants, of sexual harassment https://t.co/twIkd81f5Y",-0.6908,0.0,0.749,0.251,84
484,nytimes,Tue Dec 12 17:30:10 +0000 2017,"Investigators are continuing to delve into the past of the bombing suspect, who is believed to have acted alone https://t.co/l4p2MYhj3a",-0.4939,0.0,0.811,0.189,85
485,nytimes,Tue Dec 12 17:15:15 +0000 2017,The fallout continued from a lawsuit by a former NFL Network employee claiming sexual harassment and assault https://t.co/RT5ymIAnrJ,-0.8481,0.0,0.586,0.414,86
486,nytimes,Tue Dec 12 17:07:05 +0000 2017,RT @alexburnsNYT: JONES does the deed https://t.co/2DZC0ZZ11d,0.0,0.0,1.0,0.0,87
487,nytimes,Tue Dec 12 17:01:10 +0000 2017,"The New York Times review of ""Star Wars: The Last Jedi"" (The force is strong with this one.) https://t.co/MXMpOwRRC1",-0.0772,0.138,0.711,0.151,88
488,nytimes,Tue Dec 12 16:50:07 +0000 2017,Here's what to watch in Alabama's special election as voters choose between Roy Moore and Doug Jones https://t.co/m7TYyCTUVm,0.4019,0.137,0.863,0.0,89
489,nytimes,Tue Dec 12 16:45:16 +0000 2017,"Confederate flag photos, an apparently fake GoFundMe campaign. The story of a bullied child took some twists and tu… https://t.co/yw4L8xKyYO",-0.802,0.0,0.702,0.298,90
490,nytimes,Tue Dec 12 16:38:57 +0000 2017,RT @NYTimesPR: Thanks @tomhanks! https://t.co/QOCrlPJFVu,0.4926,0.444,0.556,0.0,91
491,nytimes,Tue Dec 12 16:37:03 +0000 2017,"RT @TheSteinLine: Before there was Lonzo Ball (@ZO2_), there was Kevin Martin, who goes deep with us into the world of shot mechanics in th…",0.0,0.0,1.0,0.0,92
492,nytimes,Tue Dec 12 16:30:13 +0000 2017,Nom nom nom https://t.co/OHGdtKsnBG,0.0,0.0,1.0,0.0,93
493,nytimes,Tue Dec 12 16:15:06 +0000 2017,"Since the first foot was discovered in 2007, the cases have caught the imagination of Canadians across the country https://t.co/RO9c0Ie5Aa",0.0,0.0,1.0,0.0,94
494,nytimes,Tue Dec 12 16:00:41 +0000 2017,The best albums of 2017 https://t.co/maaPpNFXUI,0.6369,0.457,0.543,0.0,95
495,nytimes,Tue Dec 12 15:45:11 +0000 2017,"Oscar Pistorius was bruised in an altercation with a fellow inmate over the use of a public phone in prison, author… https://t.co/Jxi8X0Aoj8",-0.5106,0.0,0.852,0.148,96
496,nytimes,Tue Dec 12 15:30:19 +0000 2017,"Climb a $150 million stairway to nowhere, in our #Daily360  https://t.co/N0iV3A3tZE",0.0,0.0,1.0,0.0,97
497,nytimes,Tue Dec 12 15:20:44 +0000 2017,"Trump attacked Senator Gillibrand, a Democrat who urged him to resign, saying she ""would do anything"" for donations https://t.co/ndbcjbVTaU",-0.6597,0.0,0.748,0.252,98
498,nytimes,Tue Dec 12 15:10:04 +0000 2017,The white supremacists whose rally in Charlottesville resulted in the death of a young woman want to mark the anniv… https://t.co/m8lESNVvky,-0.6808,0.054,0.702,0.244,99
499,nytimes,Tue Dec 12 15:00:31 +0000 2017,Morning Briefing: Here's what you need to know to start your day https://t.co/n2riJ5ymos https://t.co/DhiX1HjdL9,0.0,0.0,1.0,0.0,100
